campaign,campaign_date,site_id,date_collected,date_received,job_id,report_file,lab_sample_id,analyte_std,result_text,result_value,detect_flag,rl,unit,qualifier,dil_fac
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorohexanesulfonic acid (PFHxS),70,70.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorononanoic acid (PFNA),1.8,1.8,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorononanesulfonic acid (PFNS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorooctanoic acid (PFOA),21,21.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorooctanesulfonic acid (PFOS),82,82.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorooctanesulfonamide (PFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluoropentanoic acid (PFPeA),28,28.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluoropentanesulfonic acid (PFPeS),9.7,9.7,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorotetradecanoic acid (PFTeDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluorotridecanoic acid (PFTrDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW05,2026-02-08 11:55:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-6,Perfluoroundecanoic acid (PFUnA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,3-Perfluoropropylpropanoic acid (3:3 FTCA),<3.0,,0,3.0,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<3.0,,0,3.0,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,3-Perfluoropentylpropanoic acid (5:3 FTCA),<7.4,,0,7.4,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",7.9,7.9,1,3.0,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<7.4,,0,7.4,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<3.0,,0,3.0,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<7.4,,0,7.4,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<7.4,,0,7.4,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorobutanoic acid (PFBA),13,13.0,1,3.0,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorobutanesulfonic acid (PFBS),9.7,9.7,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorodecanoic acid (PFDA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorodecanesulfonic acid (PFDS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorododecanoic acid (PFDoA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorododecanesulfonic acid (PFDoS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluoroheptanoic acid (PFHpA),8.3,8.3,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluoroheptanesulfonic acid (PFHpS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorohexanoic acid (PFHxA),25,25.0,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorohexanesulfonic acid (PFHxS),42,42.0,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorononanoic acid (PFNA),1.6,1.6,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorononanesulfonic acid (PFNS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorooctanoic acid (PFOA),13,13.0,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorooctanesulfonic acid (PFOS),41,41.0,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorooctanesulfonamide (PFOSA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluoropentanoic acid (PFPeA),19,19.0,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluoropentanesulfonic acid (PFPeS),4.6,4.6,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorotetradecanoic acid (PFTeDA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluorotridecanoic acid (PFTrDA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW06,2026-02-08 11:00:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-4,Perfluoroundecanoic acid (PFUnA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,3-Perfluoropentylpropanoic acid (5:3 FTCA),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<7.0,,0,7.0,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorobutanoic acid (PFBA),8.7,8.7,1,2.8,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorobutanesulfonic acid (PFBS),6.1,6.1,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorodecanoic acid (PFDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorodecanesulfonic acid (PFDS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorododecanoic acid (PFDoA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorododecanesulfonic acid (PFDoS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluoroheptanoic acid (PFHpA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluoroheptanesulfonic acid (PFHpS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorohexanoic acid (PFHxA),4.0,4.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorohexanesulfonic acid (PFHxS),2.9,2.9,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorononanoic acid (PFNA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorononanesulfonic acid (PFNS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorooctanoic acid (PFOA),3.4,3.4,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorooctanesulfonic acid (PFOS),4.5,4.5,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorooctanesulfonamide (PFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluoropentanoic acid (PFPeA),4.2,4.2,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluoropentanesulfonic acid (PFPeS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorotetradecanoic acid (PFTeDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluorotridecanoic acid (PFTrDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW07,2026-02-08 13:40:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-10,Perfluoroundecanoic acid (PFUnA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.9,,0,2.9,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.9,,0,2.9,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,3-Perfluoropentylpropanoic acid (5:3 FTCA),<7.2,,0,7.2,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",<2.9,,0,2.9,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<7.2,,0,7.2,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<2.9,,0,2.9,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<7.2,,0,7.2,ng/L,,1
Campaign 2,2026-02-08,TW71,2026-02-08 12:45:00,2026-02-10 09:45:00,810-180397-1,J180397-1 UDS Level 2 Report Final Report.pdf,810-180397-9,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.4,,0,1.4,ng/L,,1
