campaign,campaign_date,site_id,date_collected,date_received,job_id,report_file,lab_sample_id,analyte_std,result_text,result_value,detect_flag,rl,unit,qualifier,dil_fac
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<6.8,,0,6.8,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorobutanoic acid (PFBA),16,16.0,1,2.7,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorobutanesulfonic acid (PFBS),2.2,2.2,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorodecanoic acid (PFDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorodecanesulfonic acid (PFDS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorododecanoic acid (PFDoA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorododecanesulfonic acid (PFDoS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluoroheptanoic acid (PFHpA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluoroheptanesulfonic acid (PFHpS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorohexanoic acid (PFHxA),2.9,2.9,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorohexanesulfonic acid (PFHxS),5.3,5.3,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorononanoic acid (PFNA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorononanesulfonic acid (PFNS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorooctanoic acid (PFOA),2.5,2.5,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorooctanesulfonic acid (PFOS),3.8,3.8,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorooctanesulfonamide (PFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluoropentanoic acid (PFPeA),2.9,2.9,1,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluoropentanesulfonic acid (PFPeS),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorotetradecanoic acid (PFTeDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluorotridecanoic acid (PFTrDA),<1.4,,0,1.4,ng/L,,1
Campaign 1,2025-12-21,TW09,2025-12-21 11:00:00,2025-12-23 09:30:00,810-176371-1,J176371-1 UDS Level 2 Report Final Report.pdf,810-176371-8,Perfluoroundecanoic acid (PFUnA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.9,,0,2.9,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.9,,0,2.9,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,3-Perfluoropentylpropanoic acid (5:3 FTCA),<7.4,,0,7.4,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",<2.9,,0,2.9,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<7.4,,0,7.4,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<2.9,,0,2.9,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<7.4,,0,7.4,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<7.4,,0,7.4,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorobutanoic acid (PFBA),4.7,4.7,1,2.9,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorobutanesulfonic acid (PFBS),4.3,4.3,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorodecanoic acid (PFDA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorodecanesulfonic acid (PFDS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorododecanoic acid (PFDoA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorododecanesulfonic acid (PFDoS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluoroheptanoic acid (PFHpA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluoroheptanesulfonic acid (PFHpS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorohexanoic acid (PFHxA),2.7,2.7,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorohexanesulfonic acid (PFHxS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorononanoic acid (PFNA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorononanesulfonic acid (PFNS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorooctanoic acid (PFOA),1.7,1.7,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorooctanesulfonic acid (PFOS),1.5,1.5,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorooctanesulfonamide (PFOSA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluoropentanoic acid (PFPeA),3.2,3.2,1,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluoropentanesulfonic acid (PFPeS),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorotetradecanoic acid (PFTeDA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluorotridecanoic acid (PFTrDA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW25,2026-02-08 09:45:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-1,Perfluoroundecanoic acid (PFUnA),<1.5,,0,1.5,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,11-Chloroeicosafluoro-3-oxaundecane-1-sulfonic acid (11Cl-PF3OUdS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,3-Perfluoropropylpropanoic acid (3:3 FTCA),<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,"1H,1H,2H,2H-Perfluorohexane sulfonic acid (4:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,3-Perfluoropentylpropanoic acid (5:3 FTCA),<7.1,,0,7.1,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,"1H,1H,2H,2H-Perfluorooctane sulfonic acid (6:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,3-Perfluoroheptylpropanoic acid (7:3 FTCA),<7.1,,0,7.1,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,"1H,1H,2H,2H-Perfluorodecane sulfonic acid (8:2 FTS)",<2.8,,0,2.8,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,9-Chlorohexadecafluoro-3-oxanonane-1-sulfonic acid (9Cl-PF3ONS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,"4,8-Dioxa-3H-perfluorononanoic acid (ADONA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Hexafluoropropylene Oxide Dimer Acid (HFPO-DA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,N-ethylperfluorooctane sulfonamide (NEtFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,N-ethylperfluorooctanesulfonamidoac etic acid (NEtFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,N-ethylperfluorooctane sulfonamidoethanol (NEtFOSE),<7.1,,0,7.1,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,"Nonafluoro-3,6-dioxaheptanoic acid (NFDHA)",<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,N-methylperfluorooctane sulfonamide (NMeFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,N-methylperfluorooctanesulfonamidoa cetic acid (NMeFOSAA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,N-methylperfluorooctane sulfonamidoethanol (NMeFOSE),<7.1,,0,7.1,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorobutanoic acid (PFBA),5.8,5.8,1,2.8,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorobutanesulfonic acid (PFBS),5.1,5.1,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorodecanoic acid (PFDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorodecanesulfonic acid (PFDS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorododecanoic acid (PFDoA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorododecanesulfonic acid (PFDoS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluoro (2-ethoxyethane) sulfonic acid (PFEESA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluoroheptanoic acid (PFHpA),2.1,2.1,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluoroheptanesulfonic acid (PFHpS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorohexanoic acid (PFHxA),4.8,4.8,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorohexanesulfonic acid (PFHxS),4.2,4.2,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluoro-4-methoxybutanoic acid (PFMBA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluoro-3-methoxypropanoic acid (PFMPA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorononanoic acid (PFNA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorononanesulfonic acid (PFNS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorooctanoic acid (PFOA),3.4,3.4,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorooctanesulfonic acid (PFOS),3.7,3.7,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorooctanesulfonamide (PFOSA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluoropentanoic acid (PFPeA),5.0,5.0,1,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluoropentanesulfonic acid (PFPeS),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorotetradecanoic acid (PFTeDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluorotridecanoic acid (PFTrDA),<1.4,,0,1.4,ng/L,,1
Campaign 2,2026-02-08,TW251,2026-02-08 09:53:00,2026-02-10 09:45:00,810-180395-1,J180395-1 UDS Level 2 Report Final Report.pdf,810-180395-2,Perfluoroundecanoic acid (PFUnA),<1.4,,0,1.4,ng/L,,1
